course,curso
lent,prestado
youthful,juvenil
vicar,Vicario
came,vino
d,d
cathedral,Catedral
was,fue
tolerably,tolerablemente
eloquent,elocuente
subject,Asunto
sermon,sermón
was,fue
charity,caridad
urged,instó a
rich,Rico
give,dar
poor,pobre
order,orden
avoid,evitar
hell,infierno
depicted,representado
most,la mayor parte
frightful,espantoso
manner,manera
was,fue
capable,capaz
win,Victoria
paradise,Paraíso
represented,representado
charming,Alquiler de vacaciones
desirable,deseable
audience,audiencia
there,allí
was,fue
wealthy,Rico
merchant,comerciante
was,fue
somewhat,algo
usurer,usurero
m,m
geborand,geborand
had,había
millions,millones
manufacture,fabricación
coarse,grueso
cloth,paño
serges,Serges
woollen,lana
galloons,marabú
never,nunca
whole,conjunto
life,vida
had,había
m,m
geborand,geborand
bestowed,otorgado
alms,limosna
poor,pobre
wretch,Wretch
delivery,entrega
sermon,sermón
was,fue
gave,dio
sou,AM
sunday,Domingo
poor,pobre
old,viejo
beggarwomen,beggarwomen
door,por
cathedral,Catedral
were,fueron
share,Compartir
day,día
bishop,Obispo
caught,capturado
sight,vista
act,Ley
bestowing,otorgando
charity,caridad
said,dijo
sister,hermana
smile,sonrisa
is,es
m,m
geborand,geborand
purchasing,compra
paradise,Paraíso
sou,AM
was,fue
question,pregunta
charity,caridad
was,fue
not,no
be,ser
even,incluso
refusal,negativa
such,tales
occasions,ocasiones
gave,dio
utterance,elocución
remarks,observaciones
reflection,reflexión
once,una vez
was,fue
begging,mendicidad
poor,pobre
drawingroom,hallé
town,ciudad
there,allí
was,fue
present,presente
marquis,Marqués
champtercier,Champtercier
wealthy,Rico
avaricious,avaro
old,viejo
man,uno
be,ser
same,mismo
time,tiempo
ultraroyalist,ultrarrealista
ultravoltairian,ultravoltairian
variety,variedad
man,uno
has,ha
actually,realmente
bishop,Obispo
came,vino
touched,tocado
arm,brazo
give,dar
something,algo
m,m
le,el
marquis,Marqués
marquis,Marqués
turned,vuelta
round,Ronda
answered,respondió:
dryly,seco
poor,pobre
people,personas
own,propia
monseigneur,Obispo
give,dar
replied,respondió:
bishop,Obispo
day,día
preached,predicado
following,siguientes
sermon,sermón
cathedral,Catedral
very,muy
dear,Estimado
brethren,hermanos
good,buena
friends,amigos
twenty,veinte
thousand,mil
peasants,campesinos
dwellings,viviendas
france,Francia
openings,aberturas
thousand,mil
hovels,cuchitril
openings,aberturas
door,por
window,ventana
thousand,mil
cabins,Cabañas
besides,Además de
opening,apertura
door,por
arises,se presenta
thing,cosa
is,es
tax,impuestos
doors,puertas
windows,Windows
just,sólo
put,poner
poor,pobre
families,familias
old,viejo
women,mujeres
little,poco
buildings,edificios
behold,He aquí
fevers,fiebres
maladies,enfermedades
result,resultado
alas,por desgracia
god,Dios
gives,da
air,aire
men,hombres
law,Ley
sells,vende
not,no
blame,culpa
law,Ley
god,Dios
department,Departamento
isere,Isère
var,fue
departments,departamentos
alpes,Alpes
hautes,alta
basses,Bajo
peasants,campesinos
not,no
even,incluso
wheelbarrows,carretillas
manure,estiércol
backs,espalda
men,hombres
candles,velas
resinous,resinosas
sticks,palillos
bits,brocas
rope,cuerda
dipped,sumergido
pitch,echada
is,es
state,Estado
affairs,Asuntos
whole,conjunto
hilly,montañoso
country,país
dauphine,Dauphine
bread,pan
months,meses
time,tiempo
dried,secado
cowdung,cowdung
winter,invierno
bread,pan
axe,eje
hours,horas
order,orden
render,Render
eatable,comestibles
pity,piedad
suffering,sufrimiento
sides,lados
provencal,provenzal
easily,fácilmente
familiarized,familiarizados
dialect,dialecto
south,sur
said,dijo
be,ser
ses,su
sage,Salvia
lower,inferior
languedoc,Languedoc
anaras,anaras
as,como
bassesalpes,bassesalpes
bouen,bouen
embe,embe
un,uno
bouen,bouen
fromage,queso
grase,grasa
upper,superior
dauphine,Dauphine
people,personas
extremely,extremadamente
contributed,contribuido
not,no
little,poco
win,Victoria
access,acceso
spirits,espíritus
was,fue
perfectly,perfectamente
home,Inicio
thatched,paja
cottage,casa rural
mountains,montañas
understood,entendido
say,decir
grandest,más grande
things,cosas
most,la mayor parte
vulgar,vulgar
idioms,Idiomas
spoke,habló
tongues,lenguas
entered,entró
hearts,corazones
moreover,por otra parte
was,fue
same,mismo
towards,hacia
people,personas
world,mundo
towards,hacia
lower,inferior
classes,clases
condemned,condenado
nothing,nada
haste,prisa
taking,tomando
circumstances,circunstancias
account,cuenta
said,dijo
examine,examinar
road,Road
fault,falla
has,ha
being,ser
described,descrito
smile,sonrisa
exsinner,exsinner
had,había
asperities,asperezas
austerity,austeridad
professed,profesó
good,buena
deal,Deal
distinctness,distinción
frown,fruncir el ceño
ferociously,ferozmente
virtuous,virtuoso
doctrine,doctrina
be,ser
as,como
follows,sigue
man,uno
has,ha
flesh,carne
is,es
once,una vez
burden,carga
temptation,tentación
drags,arrastra
yields,rendimientos
watch,reloj
check,Compruebe
repress,reprimir
obey,obedecer
only,sólo
last,pasado
extremity,extremidad
be,ser
fault,falla
even,incluso
obedience,obediencia
fault,falla
thus,así
is,es
venial,venial
is,es
fall,caída
fall,caída
knees,rodillas
terminate,terminar
prayer,oración
be,ser
saint,Saint
is,es
exception,excepción
be,ser
upright,vertical
man,uno
is,es
rule,regla
err,Err
fall,caída
sin,sin
but,pero
be,ser
least,menos
possible,posible
sin,sin
is,es
law,Ley
man,uno
sin,sin
is,es
dream,sueño
angel,Ángel
is,es
terrestrial,terrestre
is,es
subject,Asunto
sin,sin
sin,sin
is,es
gravitation,gravedad
saw,Sierra
everyone,todo el mundo
exclaiming,exclamando:
very,muy
loudly,fuerte
growing,crecimiento
angry,enojado
very,muy
quickly,rápidamente
oh,Oh
oh,Oh
said,dijo
smile,sonrisa
appearance,aspecto
is,es
great,gran
crime,crimen
world,mundo
commits,se compromete
hypocrisies,hipocresías
fright,susto
haste,prisa
make,hacer
protest,protesta
put,poner
shelter,Refugio
was,fue
indulgent,indulgente
towards,hacia
women,mujeres
poor,pobre
people,personas
burden,carga
human,humano
society,sociedad
rest,resto
said,dijo
faults,fallas
women,mujeres
children,niños
feeble,débil
indigent,indigente
ignorant,ignorante
fault,falla
husbands,maridos
fathers,padres
masters,amos
strong,fuerte
rich,Rico
wise,sabio
said,dijo
moreover,por otra parte
teach,enseñar
ignorant,ignorante
many,muchos
things,cosas
possible,posible
society,sociedad
is,es
culpable,culpable
does,hace
not,no
afford,permitirse
instruction,instrucción
gratis,libre
is,es
responsible,responsable
night,noche
produces,produce
soul,alma
is,es
full,completo
shadow,sombra
sin,sin
is,es
guilty,culpable
is,es
not,no
person,persona
has,ha
sin,sin
person,persona
has,ha
shadow,sombra
be,ser
had,había
peculiar,peculiar
manner,manera
own,propia
judging,juzgar
things,cosas
obtained,obtenidos
gospel,Evangelio
day,día
heard,oído
criminal,Penal
case,caso
was,fue
preparation,preparación
point,punto
trial,ensayo
drawingroom,hallé
man,uno
being,ser
end,final
resources,recursos
had,había
counterfeit,falsos
money,dinero
love,amor
woman,mujer
child,niño
had,había
counterfeiting,falsificación
was,fue
still,todavía
punishable,punible
death,muerte
epoch,época
woman,mujer
had,había
act,Ley
passing,pasando
first,primera
false,falso
piece,pieza
made,hecho
man,uno
was,fue
were,fueron
proofs,pruebas
alone,solo
accuse,acusaciones
lover,amante
destroy,destruir
confession,confesión
denied,negado
insisted,insistió
persisted,persistió
denial,negación
idea,idea
occurred,ocurrió
attorney,abogado
crown,Corona
invented,inventado
infidelity,infidelidad
part,parte
lover,amante
succeeded,tuvo éxito
means,significa
fragments,fragmentos
letters,Letras
cunningly,astuto
persuading,persuadir a
unfortunate,lamentable
woman,mujer
had,había
rival,rival
man,uno
was,fue
deceiving,engañar
jealousy,celos
denounced,denunciado
lover,amante
man,uno
was,fue
was,fue
shortly,poco
be,ser
aix,AIX
accomplice,cómplice
were,fueron
relating,relacionadas con
matter,materia
was,fue
expressing,expresando
enthusiasm,entusiasmo
cleverness,inteligencia
magistrate,Magistrado
bringing,traer
jealousy,celos
play,juego
had,había
truth,verdad
burst,explosión
forth,adelante
wrath,ira
had,había
justice,Justicia
revenge,venganza
bishop,Obispo
listened,escuchado
silence,silencio
had,había
inquired,preguntó
man,uno
woman,mujer
be,ser
court,corte
assizes,assizes
went,fue
advocate,Defensor
crown,Corona
be,ser
tragic,trágico
event,evento
occurred,ocurrió
d,d
man,uno
was,fue
death,muerte
murder,asesinato
was,fue
fellow,Becario
not,no
exactly,exactamente
not,no
exactly,exactamente
ignorant,ignorante
had,había
mountebank,charlatán
fairs,ferias
writer,escritor
public,público
town,ciudad
took,tomó
great,gran
interest,interés
trial,ensayo
eve,Eva
day,día
execution,ejecución
man,uno
chaplain,capellán
prison,prisión
fell,cayó
ill,enfermo
priest,sacerdote
was,fue
attend,asistir a
criminal,Penal
last,pasado
moments,momentos
sent,Enviado
cure,curación
seems,parece
refused,se negó
come,como
saying,diciendo:
is,es
affair,asunto
mine,mina
nothing,nada
do,de
unpleasant,desagradable
task,tarea
mountebank,charlatán
too,demasiado
ill,enfermo
besides,Además de
is,es
not,no
place,lugar
reply,respuesta
was,fue
bishop,Obispo
said,dijo
le,el
cure,curación
is,es
right,derecho
is,es
not,no
place,lugar
is,es
mine,mina
went,fue
instantly,al instante
prison,prisión
descended,descendió
cell,celular
mountebank,charlatán
called,llamado
name,nombre
took,tomó
hand,mano
spoke,habló
passed,pasado
entire,todo
day,día
forgetful,olvidadizo
food,alimentos
sleep,sueño
praying,orando
god,Dios
soul,alma
man,uno
praying,orando
man,uno
own,propia
told,dijo
best,mejor
truths,verdades
also,también
most,la mayor parte
simple,simple
was,fue
father,padre
brother,hermano
was,fue
bishop,Obispo
only,sólo
bless,bendiga
taught,enseñó
everything,todo
encouraged,anima
man,uno
was,fue
point,punto
dying,morir
despair,desesperación
death,muerte
was,fue
abyss,abismo
stood,estaba parado
trembling,temblor
mournful,triste
brink,borde
recoiled,retrocedió
horror,horror
was,fue
not,no
sufficiently,suficientemente
ignorant,ignorante
be,ser
absolutely,absolutamente
indifferent,indiferente
condemnation,condena
had,había
profound,profundo
shock,choque
had,había
manner,manera
here,aquí
separates,se separa
mystery,misterio
things,cosas
life,vida
gazed,Miró
incessantly,incesantemente
world,mundo
fatal,fatal
breaches,infracciones
beheld,VI
only,sólo
darkness,oscuridad
bishop,Obispo
made,hecho
light,luz
following,siguientes
day,día
came,vino
fetch,fetch
unhappy,infeliz
wretch,Wretch
bishop,Obispo
was,fue
still,todavía
there,allí
followed,seguido
exhibited,exhibió
eyes,ojos
crowd,multitud
purple,púrpura
camail,Cain
episcopal,Episcopal
cross,Cruz
neck,cuello
side,lado
side,lado
criminal,Penal
bound,límite
cords,cuerdas
mounted,montado
tumbril,tumbril
mounted,montado
scaffold,andamio
sufferer,víctima
had,había
so,por lo que
gloomy,sombrío
cast,Reparto
preceding,anterior
day,día
was,fue
radiant,radiante
felt,fieltro
soul,alma
was,fue
hoped,la esperanza
god,Dios
bishop,Obispo
embraced,abrazado
moment,momento
knife,cuchillo
was,fue
fall,caída
said,dijo
god,Dios
raises,plantea
dead,muertos
man,uno
slays,Mata a
brothers,hermanos
finds,hallazgos
father,padre
once,una vez
more,más
pray,orar
enter,entrar
life,vida
father,padre
is,es
descended,descendió
scaffold,andamio
there,allí
was,fue
something,algo
look,mirada
people,personas
aside,a un lado
let,Deje que
pass,Pass
did,hizo
not,no
know,saber
was,fue
most,la mayor parte
worthy,digna
admiration,admiración
pallor,palidez
serenity,serenidad
return,retorno
humble,humilde
dwelling,vivienda
designated,señalado
smile,sonrisa
palace,Palacio
said,dijo
sister,hermana
just,sólo
pontifically,pontifically
most,la mayor parte
sublime,sublime
things,cosas
often,a menudo
least,menos
understood,entendido
there,allí
were,fueron
people,personas
town,ciudad
said,dijo
commenting,comentando
conduct,conducta
bishop,Obispo
is,es
affectation,asignación
however,sin embargo
was,fue
remark,observación
was,fue
drawingrooms,drawingrooms
populace,población
perceives,percibe
jest,es
holy,Santo
deeds,obras
was,fue
bishop,Obispo
was,fue
shock,choque
have,han
guillotine,guillotina
was,fue
long,largo
time,tiempo
recovered,recuperado
fact,hecho
scaffold,andamio
is,es
has,ha
something,algo
produces,produce
hallucination,alucinación
feel,sentir
certain,ciertos
indifference,indiferencia
death,muerte
penalty,pena
refrain,Bordón
pronouncing,pronunciando
saying,diciendo:
yes,sí
so,por lo que
long,largo
has,ha
not,no
guillotine,guillotina
ones,unos
own,propia
eyes,ojos
encounters,encuentros
shock,choque
is,es
violent,violenta
is,es
decide,decidir
take,tomar
part,parte
admire,admirar
maistre,Maistre
others,otros
beccaria,Beccaria
guillotine,guillotina
is,es
concretion,concreción
law,Ley
is,es
vindicte,retribución
is,es
not,no
neutral,neutral
does,hace
not,no
permit,permiso
remain,siguen siendo
neutral,neutral
sees,Ve
shivers,escalofríos
most,la mayor parte
mysterious,misterioso
shivers,escalofríos
social,social
problems,problemas
interrogation,interrogatorio
point,punto
choppingknife,choppingknife
scaffold,andamio
is,es
vision,visión
scaffold,andamio
is,es
not,no
piece,pieza
carpentry,Carpintería
scaffold,andamio
is,es
not,no
machine,máquina
scaffold,andamio
is,es
not,no
inert,inerte
bit,bit
mechanism,mecanismo
wood,madera
iron,hierro
cords,cuerdas
seems,parece
were,fueron
being,ser
not,no
sombre,Oscuro
initiative,iniciativa
say,decir
piece,pieza
carpenters,carpinteros
saw,Sierra
machine,máquina
heard,oído
mechanism,mecanismo
understood,entendido
wood,madera
iron,hierro
